status,eligible_for_model_training,purpose,candidate_id,venue_code,equipment_type,equipment_number,equipment_number_scope,generation_start_date_candidate,generation_end_date_candidate,evidence_level,evidence_ids,first_local_observed_date,last_local_observed_date,pre_boundary_observation_exists,post_boundary_observation_exists,local_rows_covered,local_races_covered,historical_period_unresolved,generation_id_candidate_from_package,formal_generation_id_issued,local_reconciliation_status,gate1_action
provisional,false,official_evidence_import_sidecar_only,GENCAND:05:boat:20260418,05,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-04-18,,A,EV007,2023-09-05,2026-07-16,true,true,65,660,true,05_boat_{equipment_number}_20260418,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:05:motor:20260418,05,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-04-18,,A,EV006,2023-09-05,2026-07-16,true,true,65,660,true,05_motor_{equipment_number}_20260418,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:06:boat:20251008,06,boat,,all numbers in the venue generation; materialize per observed number after date join,2025-10-08,,A,EV009,2023-09-01,2026-07-15,true,true,65,1956,true,06_boat_{equipment_number}_20251008,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:06:motor:20260409,06,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-04-09,,A,EV008,2023-09-01,2026-07-15,true,true,65,708,true,06_motor_{equipment_number}_20260409,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:07:boat:20230707,07,boat,,all numbers in the venue generation; materialize per observed number after date join,2023-07-07,2025-07-18,A,EV042,2023-09-01,2026-07-18,false,true,65,4056,false,07_boat_{equipment_number}_20230707,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:07:boat:20250719,07,boat,,all numbers in the venue generation; materialize per observed number after date join,2025-07-19,,A,EV010,2023-09-01,2026-07-18,true,true,65,2412,false,07_boat_{equipment_number}_20250719,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:07:motor:20230707,07,motor,,all numbers in the venue generation; materialize per observed number after date join,2023-07-07,2025-07-18,A,EV042,2023-09-01,2026-07-18,false,true,65,4056,false,07_motor_{equipment_number}_20230707,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:07:motor:20250719,07,motor,,all numbers in the venue generation; materialize per observed number after date join,2025-07-19,,A,EV010,2023-09-01,2026-07-18,true,true,65,2412,false,07_motor_{equipment_number}_20250719,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:08:boat:20260629,08,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-06-29,,A,EV012,2023-09-01,2026-07-18,true,true,68,192,true,08_boat_{equipment_number}_20260629,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:08:motor:20251111,08,motor,,all numbers in the venue generation; materialize per observed number after date join,2025-11-11,,A,EV011,2023-09-01,2026-07-18,true,true,60,1812,true,08_motor_{equipment_number}_20251111,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:09:boat:20251222,09,boat,,all numbers in the venue generation; materialize per observed number after date join,2025-12-22,,A,EV014,2023-12-16,2026-07-18,true,true,65,1224,true,09_boat_{equipment_number}_20251222,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:09:motor:20251222,09,motor,,all numbers in the venue generation; materialize per observed number after date join,2025-12-22,,A,EV013,2023-12-16,2026-07-18,true,true,62,1224,true,09_motor_{equipment_number}_20251222,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:10:boat:20260307,10,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-03-07,,B,EV015,2023-09-01,2026-07-18,true,true,62,864,true,10_boat_{equipment_number}_20260307,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:10:motor:20260307,10,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-03-07,,B,EV015,2023-09-01,2026-07-18,true,true,60,864,true,10_motor_{equipment_number}_20260307,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:11:boat:20260408,11,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-04-08,,A,EV016,2023-09-03,2026-07-18,true,true,62,708,true,11_boat_{equipment_number}_20260408,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:11:motor:20260408,11,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-04-08,,A,EV016,2023-09-03,2026-07-18,true,true,62,708,true,11_motor_{equipment_number}_20260408,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:12:boat:20260323,12,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-03-23,,A,EV018,2023-09-03,2026-07-18,true,true,70,744,true,12_boat_{equipment_number}_20260323,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:12:motor:20260323,12,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-03-23,,A,EV017,2023-09-03,2026-07-18,true,true,65,744,true,12_motor_{equipment_number}_20260323,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:13:boat:20260417,13,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-04-17,,A,EV020,2023-09-01,2026-07-18,true,true,65,768,true,13_boat_{equipment_number}_20260417,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:13:motor:20260417,13,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-04-17,,A,EV019,2023-09-01,2026-07-18,true,true,63,768,true,13_motor_{equipment_number}_20260417,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:14:boat:20260411,14,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-04-11,,A,EV022,2023-09-03,2026-07-13,true,true,65,564,true,14_boat_{equipment_number}_20260411,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:14:motor:20260411,14,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-04-11,,A,EV021,2023-09-03,2026-07-13,true,true,65,564,true,14_motor_{equipment_number}_20260411,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:15:boat:20260709,15,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-07-09,,A,EV024,2023-09-25,2026-07-14,true,true,45,72,true,15_boat_{equipment_number}_20260709,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:15:motor:20250903,15,motor,,all numbers in the venue generation; materialize per observed number after date join,2025-09-03,,A,EV023,2023-09-25,2026-07-14,true,true,65,2136,true,15_motor_{equipment_number}_20250903,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:16:boat:20251217,16,boat,,all numbers in the venue generation; materialize per observed number after date join,2025-12-17,,A,EV025,2023-09-01,2026-07-18,true,true,65,1644,true,16_boat_{equipment_number}_20251217,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:16:motor:20251217,16,motor,,all numbers in the venue generation; materialize per observed number after date join,2025-12-17,,A,EV025,2023-09-01,2026-07-18,true,true,60,1644,true,16_motor_{equipment_number}_20251217,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:17:boat:20241020,17,boat,,all numbers in the venue generation; materialize per observed number after date join,2024-10-20,2025-10-18,A,EV043,2023-09-03,2026-07-18,true,true,62,2280,true,17_boat_{equipment_number}_20241020,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:17:boat:20251019,17,boat,,all numbers in the venue generation; materialize per observed number after date join,2025-10-19,,A,EV026,2023-09-03,2026-07-18,true,true,62,1896,true,17_boat_{equipment_number}_20251019,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:17:motor:20241020,17,motor,,all numbers in the venue generation; materialize per observed number after date join,2024-10-20,2025-10-18,A,EV043,2023-09-03,2026-07-18,true,true,62,2280,true,17_motor_{equipment_number}_20241020,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:17:motor:20251019,17,motor,,all numbers in the venue generation; materialize per observed number after date join,2025-10-19,,A,EV026,2023-09-03,2026-07-18,true,true,62,1896,true,17_motor_{equipment_number}_20251019,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:18:boat:20251104,18,boat,,all numbers in the venue generation; materialize per observed number after date join,2025-11-04,,A,EV028,2023-09-01,2026-07-18,true,true,65,1884,true,18_boat_{equipment_number}_20251104,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:18:motor:20260420,18,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-04-20,,A,EV027,2023-09-01,2026-07-18,true,true,65,696,true,18_motor_{equipment_number}_20260420,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:19:boat:20260429,19,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-04-29,,A,EV030,2023-09-01,2026-07-13,true,true,63,480,true,19_boat_{equipment_number}_20260429,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:19:motor:20260429,19,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-04-29,,A,EV029,2023-09-01,2026-07-13,true,true,63,480,true,19_motor_{equipment_number}_20260429,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:20:boat:20260611,20,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-06-11,,A,EV032,2023-09-01,2026-07-18,true,true,65,264,true,20_boat_{equipment_number}_20260611,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:20:motor:20251126,20,motor,,all numbers in the venue generation; materialize per observed number after date join,2025-11-26,,A,EV031,2023-09-01,2026-07-18,true,true,62,1464,true,20_motor_{equipment_number}_20251126,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:21:boat:20260416,21,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-04-16,,A,EV034,2025-04-23,2026-07-18,true,true,60,660,true,21_boat_{equipment_number}_20260416,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:21:motor:20260416,21,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-04-16,,A,EV033,2023-09-07,2026-07-18,true,true,60,660,true,21_motor_{equipment_number}_20260416,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:22:boat:20260218,22,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-02-18,,A,EV035,2023-09-01,2026-07-15,true,true,74,924,true,22_boat_{equipment_number}_20260218,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:22:motor:20260218,22,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-02-18,,A,EV035,2023-09-01,2026-07-15,true,true,65,924,true,22_motor_{equipment_number}_20260218,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:23:boat:20260317,23,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-03-17,,A,EV037,2023-09-01,2026-07-15,true,true,60,864,true,23_boat_{equipment_number}_20260317,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:23:motor:20250905,23,motor,,all numbers in the venue generation; materialize per observed number after date join,2025-09-05,,A,EV036,2023-09-01,2026-07-15,true,true,60,1812,true,23_motor_{equipment_number}_20250905,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:24:boat:20260524,24,boat,,all numbers in the venue generation; materialize per observed number after date join,2026-05-24,,B,EV038,2023-09-01,2026-07-17,true,true,75,444,true,24_boat_{equipment_number}_20260524,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
provisional,false,official_evidence_import_sidecar_only,GENCAND:24:motor:20260524,24,motor,,all numbers in the venue generation; materialize per observed number after date join,2026-05-24,,A,EV039;EV038,2023-09-01,2026-07-17,true,true,70,444,true,24_motor_{equipment_number}_20260524,false,matched_candidate_scope_all_observed_numbers,planned_not_applied_requires_gate1_reaudit
