status,eligible_for_model_training,purpose,raw_subtitle,race_count,cumulative_race_coverage,representative_race_keys,current_mapped_stage,proposed_stage,review_status,confidence,evidence_fields,rationale,ambiguity_reason,requires_human_confirmation
provisional,false,policy_execution_validation,ドラドキ3,495,0.003323128977685,20230905_01_07;20230906_01_07;20230907_01_07;20230908_01_07;20230909_01_07,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,東京ベイランチ,284,0.094262735304385,20230906_04_05;20230907_04_05;20230908_04_05;20230909_04_05;20230915_04_05,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,ガチ勝゛ち8,282,0.096155911812884,20230925_15_08;20230926_15_08;20230927_15_08;20230928_15_08;20230929_15_08,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,ベイブレイク,273,0.097988667794516,20231007_04_08;20231008_04_08;20231009_04_08;20231010_04_08;20231016_04_08,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,昼トコ小判R,239,0.099593168452429,20250418_08_06;20250419_08_06;20250420_08_06;20250421_08_06;20250422_08_06,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,朝トコ小判R,239,0.101197669110341,20250418_08_01;20250419_08_01;20250420_08_01;20250421_08_01;20250422_08_01,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,ランチタイム,221,0.102681328714520,20230907_17_04;20230908_17_04;20230914_17_05;20230915_17_05;20230918_17_05,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,ティータイム,218,0.104144848143076,20230903_17_09;20230904_17_09;20230905_17_09;20230906_17_09;20230907_17_09,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,3ライズ戦,217,0.105601654179758,20250404_23_03;20250405_23_03;20250406_23_03;20250407_23_03;20250410_23_03,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,モー2ング戦,217,0.107058460216440,20250404_23_02;20250405_23_02;20250406_23_02;20250407_23_02;20250410_23_02,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,朝1戦,217,0.108515266253122,20250404_23_01;20250405_23_01;20250406_23_01;20250407_23_01;20250410_23_01,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,,204,0.109884798195440,20240103_10_01;20240103_10_02;20240103_10_03;20240103_10_04;20240103_10_05,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,no_official_stage_evidence_in_local_fixture,true
provisional,false,policy_execution_validation,おは4戦,199,0.111220763178388,20250404_23_04;20250405_23_04;20250406_23_04;20250407_23_04;20250410_23_04,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,ふく〜る戦,193,0.112516447810092,20230904_19_07;20230905_19_07;20230906_19_07;20230911_19_07;20230912_19_07,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,かけうどん6,180,0.113724858347431,20250712_15_06;20250713_15_06;20250714_15_06;20250715_15_06;20250718_15_06,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,ざるうどん7,180,0.114933268884771,20250712_15_07;20250713_15_07;20250714_15_07;20250715_15_07;20250718_15_07,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,8っぴータイム,169,0.116067832111496,20250404_23_08;20250405_23_08;20250406_23_08;20250407_23_08;20250410_23_08,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,釜揚げ8,168,0.117195681946347,20250712_15_08;20250713_15_08;20250714_15_08;20250715_15_08;20250718_15_08,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,ゴゴイチびわこ,126,0.118041569322484,20230903_11_06;20230904_11_06;20230905_11_06;20230906_11_06;20230913_11_06,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
provisional,false,policy_execution_validation,トワイライト8,109,0.118773329036763,20230913_12_08;20230914_12_08;20230921_12_08;20230922_12_08;20230923_12_08,unknown,unknown,remains_ambiguous,low,subtitle_review_queue_v1.raw_subtitle/raw_value_is_null; race_stage_materialized.raw_subtitle/raw_value_is_null; meeting_episode_candidates.raw_title/raw_day_label; same_venue_date_stage_mix,Local title/day-label/other-race context does not constitute an official stage definition; retain the existing unknown stage without a forced mapping.,context_dependent_local_observations,true
