model_id,prediction_type,fold_id,count,trifecta_log_loss,trifecta_brier_score,winner_log_loss,exacta_log_loss,top3_set_log_loss,second_given_first_log_loss,third_given_first_second_log_loss,hit_at_1,hit_at_3,hit_at_5,hit_at_10,hit_at_20,actual_combo_rank_mean,actual_combo_rank_median,mean_reciprocal_rank,per_race_log_loss_p90,per_race_log_loss_p95,per_race_log_loss_p99,max_per_race_log_loss,true_probability_below_1e_3,true_probability_below_1e_4,true_probability_below_1e_6,prediction_coverage,normal_unique_log_loss,abnormal_tail_unique_log_loss
B1_global_frequency,raw,screening_fold_2,12953,4.166515016382857,0.9749263486092202,1.3468732220836763,2.817767092330497,2.642154797395873,1.470893870246821,1.3487479240523599,0.07257006098973211,0.18096193931907667,0.26480352041997995,0.4190535011194318,0.5888983247124219,25.940940322705163,14.0,0.17879142219206848,5.607321532912555,6.047746929676166,6.630159460106156,7.2194314576244665,0.003474098664402069,0.0,0.0,1.0,4.166515016382857,
B1_global_frequency,calibrated,screening_fold_2,12953,4.166562160375754,0.9749288165685545,1.3469054327714236,2.8178163977016064,2.6421996179610248,1.4709109649301826,1.348745762674147,0.07257006098973211,0.18096193931907667,0.26480352041997995,0.4190535011194318,0.5888983247124219,25.940940322705163,14.0,0.17879142219206848,5.6028040872113625,6.041834181271928,6.6224015824610305,7.209806719400889,0.003474098664402069,0.0,0.0,1.0,4.166562160375754,
B2_hierarchical_frequency,raw,screening_fold_2,12953,4.158611131815518,0.974128598545655,1.331349937623946,2.7986388894999306,2.6284270984557496,1.4672889518759848,1.3599722423155878,0.07280166756735891,0.1830463985177179,0.26858642785455106,0.4195167142746854,0.5909827839110631,26.260480197637612,14.0,0.17981794476572868,5.686669793032662,6.114099414881327,6.926969677684668,8.721597920759526,0.010576700378290744,0.0,0.0,1.0,4.158611131815518,
B2_hierarchical_frequency,calibrated,screening_fold_2,12953,4.158790843397574,0.9741697961241809,1.33200194550594,2.799415062383981,2.629066691309031,1.4674131168780407,1.3593757810135936,0.07280166756735891,0.1830463985177179,0.26858642785455106,0.4195167142746854,0.5909827839110631,26.260480197637612,14.0,0.17981794476572868,5.6544279934953545,6.070168845230431,6.866357580485422,8.619121737673819,0.009264263105072184,0.0,0.0,1.0,4.158790843397574,
B3_autoregressive_hierarchical_frequency,raw,screening_fold_2,12953,4.135776163277442,0.9734279193752097,1.3197142503637362,2.78706286271423,2.618855648732,1.467348612350494,1.3487133005632115,0.07226125221956303,0.18320080290280244,0.2686636300470933,0.4236856326719679,0.5931444453022466,25.917162047402147,14.0,0.17982292325663607,5.668115245072666,6.070796959514006,6.730165760249523,8.310302097587725,0.007102601713888675,0.0,0.0,1.0,4.135776163277442,
B3_autoregressive_hierarchical_frequency,calibrated,screening_fold_2,12953,4.13591540206467,0.9734345833168743,1.3198993197658715,2.7872629109414193,2.6192992534198907,1.4673635911755476,1.3486524911232505,0.07226125221956303,0.18320080290280244,0.2686636300470933,0.4236856326719679,0.5931444453022466,25.917162047402147,14.0,0.17982292325663607,5.646015559875021,6.044794167997559,6.694381482089024,8.252153629078455,0.00640778198100826,0.0,0.0,1.0,4.13591540206467,
B0_uniform,raw,screening_fold_3,13169,4.787491742782046,0.991666666666667,1.791759469228055,3.401197381662156,2.9957322735539913,1.6094379124340998,1.3862943611198906,0.06606424177993774,0.14997342243146783,0.229326448477485,0.40299187485762017,0.5487888222340345,29.209203432303138,16.0,0.16288709976542187,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B0_uniform,calibrated,screening_fold_3,13169,4.787491742782046,0.991666666666667,1.791759469228055,3.401197381662156,2.9957322735539913,1.6094379124340998,1.3862943611198906,0.06606424177993774,0.14997342243146783,0.229326448477485,0.40299187485762017,0.5487888222340345,29.209203432303138,16.0,0.16288709976542187,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B1_global_frequency,raw,screening_fold_3,13169,4.207430575577283,0.9766888433431752,1.3654978295647513,2.853049250795093,2.673674835985684,1.487551421230342,1.3543813247821894,0.06606424177993774,0.16637557901131445,0.25005695193256894,0.40299187485762017,0.576885108968031,26.80590781380515,15.0,0.16967137191802334,5.614311628762623,6.054575359475225,6.687252864891566,7.352688410743174,0.004100539144961652,0.0,0.0,1.0,4.207430575577283,
B1_global_frequency,calibrated,screening_fold_3,13169,4.207834248721846,0.9767177335234297,1.3656686633433408,2.8533851069497764,2.6739703057828326,1.4877164436064358,1.3544491417720697,0.06606424177993774,0.16637557901131445,0.25005695193256894,0.40299187485762017,0.576885108968031,26.80590781380515,15.0,0.16967137191802334,5.631283859048478,6.07673248777576,6.716860909797145,7.390133157152642,0.004100539144961652,0.0,0.0,1.0,4.207834248721846,
B2_hierarchical_frequency,raw,screening_fold_3,13169,4.204287320369738,0.9759685277971535,1.3503867487220576,2.8358168417841303,2.658581576431619,1.4854300930620727,1.368470478585607,0.06583643404966208,0.16850178449388717,0.25256283696560106,0.40428278532918216,0.5765813653276635,27.23957779633989,15.0,0.17028089372617122,5.740649954805617,6.188116942161634,6.991334005522653,8.664950476984412,0.01207380970460931,0.0,0.0,1.0,4.204287320369738,
B2_hierarchical_frequency,calibrated,screening_fold_3,13169,4.204127724211513,0.9759629398028308,1.3503788483913823,2.835762063418403,2.6585394203142916,1.48538321502702,1.36836566079311,0.06583643404966208,0.16850178449388717,0.25256283696560106,0.40428278532918216,0.5765813653276635,27.23957779633989,15.0,0.17028089372617122,5.735800242149696,6.1822895020485795,6.9831486023349605,8.651940054757885,0.011846001974333662,0.0,0.0,1.0,4.204127724211513,
B3_autoregressive_hierarchical_frequency,raw,screening_fold_3,13169,4.18031528629668,0.9755021629642083,1.339963561520388,2.8255054207064823,2.650066055843534,1.4855418591860945,1.3548098655901972,0.06682360088085655,0.16774242539296833,0.2524109651454173,0.40830738856405197,0.577568532158858,26.78821474675374,15.0,0.17042820653497764,5.699062776943359,6.074548618362378,6.799347359365611,8.42078873280425,0.00774546282937201,0.0,0.0,1.0,4.18031528629668,
B3_autoregressive_hierarchical_frequency,calibrated,screening_fold_3,13169,4.180640507492863,0.9755243974821568,1.3401012134814425,2.8257833538681987,2.650136359426617,1.485682140386756,1.3548571536246639,0.06682360088085655,0.16774242539296833,0.2524109651454173,0.40830738856405197,0.577568532158858,26.78821474675374,15.0,0.17042820653497764,5.708629460959121,6.0870947991175814,6.816539062765012,8.451975206979522,0.007973270559647657,0.0,0.0,1.0,4.180640507492863,
B0_uniform,raw,screening_fold_4,12288,4.787491742782046,0.991666666666667,1.7917594692280547,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.07316080729166667,0.16438802083333334,0.24454752604166666,0.4165852864583333,0.560302734375,28.172607421875,15.0,0.17351866895667942,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B0_uniform,calibrated,screening_fold_4,12288,4.787491742782046,0.991666666666667,1.7917594692280547,3.4011973816621555,2.995732273553991,1.6094379124340998,1.3862943611198906,0.07316080729166667,0.16438802083333334,0.24454752604166666,0.4165852864583333,0.560302734375,28.172607421875,15.0,0.17351866895667942,4.787491742782046,4.787491742782046,4.787491742782046,4.787491742782046,0.0,0.0,0.0,1.0,4.787491742782046,
B1_global_frequency,raw,screening_fold_4,12288,4.163063873388088,0.9748215719711738,1.341778264057228,2.8135172046291834,2.637192636129687,1.4717389405719554,1.349546668758905,0.07316080729166667,0.181884765625,0.268798828125,0.4165852864583333,0.587646484375,25.80517578125,15.0,0.17979716993707617,5.634073641531841,6.091616455434106,6.729700349172397,7.4051407733052805,0.0037434895833333335,0.0,0.0,1.0,4.163063873388088,
B1_global_frequency,calibrated,screening_fold_4,12288,4.163817616732159,0.9748612160774469,1.342403628265873,2.814279984318557,2.6378543477380676,1.4718763560526835,1.3495376324136028,0.07316080729166667,0.181884765625,0.268798828125,0.4165852864583333,0.587646484375,25.80517578125,15.0,0.17979716993707617,5.5964324113233355,6.042032854332226,6.663462056337694,7.321272742189744,0.0037434895833333335,0.0,0.0,1.0,4.163817616732159,
B2_hierarchical_frequency,raw,screening_fold_4,12288,4.152259713571676,0.9738071629430474,1.3234653296232615,2.7929455933042555,2.6211665392688994,1.469480263680994,1.3593141202674215,0.07356770833333333,0.1865234375,0.2687174479166667,0.41650390625,0.59375,26.06787109375,14.0,0.18148591709467854,5.692268040554759,6.13078436781182,6.979355182904492,8.531792169829277,0.01171875,0.0,0.0,1.0,4.152259713571676,
B2_hierarchical_frequency,calibrated,screening_fold_4,12288,4.153526755855069,0.9739538607959948,1.3257337530301088,2.795440246855557,2.623271264924436,1.4697064938254485,1.3580865089995113,0.07356770833333333,0.1865234375,0.2687174479166667,0.41650390625,0.59375,26.06787109375,14.0,0.18148591709467854,5.62107184521921,6.0353853701574565,6.844147395509772,8.309530815018505,0.008544921875,0.0,0.0,1.0,4.153526755855069,
B3_autoregressive_hierarchical_frequency,raw,screening_fold_4,12288,4.131140034326351,0.9731675680965107,1.3131266479333152,2.7823729198478637,2.6116378324149276,1.4692462719145487,1.3487671144784876,0.073974609375,0.18741861979166666,0.2669270833333333,0.4181315104166667,0.59375,25.737386067708332,14.0,0.18200894085393804,5.672575392718511,6.07613748094184,6.754257594836038,8.619283467340923,0.007161458333333333,0.0,0.0,1.0,4.131140034326351,
B3_autoregressive_hierarchical_frequency,calibrated,screening_fold_4,12288,4.132262537749672,0.9732416898026495,1.3144094547974587,2.783661781707133,2.6135316224444693,1.4692523269096744,1.348600756042539,0.073974609375,0.18741861979166666,0.2669270833333333,0.4181315104166667,0.59375,25.737386067708332,14.0,0.18200894085393804,5.608062554235491,5.994146543616933,6.642967009503006,8.414159701201786,0.005045572916666667,0.0,0.0,1.0,4.132262537749672,
