venue_code,equipment_type,equipment_number,generation_id_candidate,generation_start_date,boundary_confidence,evidence_level,evidence_source,evidence_observed_at,first_local_observed_date,last_local_observed_date,observation_count,boundary_method,generation_identity_usable,review_status,notes
01,boat,29,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,586,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,30,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,591,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,31,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,527,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,32,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,558,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,33,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,546,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,34,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260707,524,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,35,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,583,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,36,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,573,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,37,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,604,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,38,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,582,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,39,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,563,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,40,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260709,566,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,41,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,590,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,42,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,593,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,43,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,602,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,44,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,592,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,45,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,590,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,46,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230928,20260709,566,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,47,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,566,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,48,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,600,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,49,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,552,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,50,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,588,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,51,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,592,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,52,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,601,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,53,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,580,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,54,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,619,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,55,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260714,608,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,56,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,563,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,57,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,567,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,58,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,560,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,59,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,611,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,60,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,583,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,61,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,558,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,62,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,563,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,63,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,579,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,64,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260709,563,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,65,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,591,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,66,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260709,563,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,67,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,597,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,68,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,580,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,69,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,604,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,70,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260709,550,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,71,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,584,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,72,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,572,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,73,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,573,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,74,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,554,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,boat,75,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,567,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,11,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,597,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,12,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,626,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,13,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20231228,20260709,560,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,14,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,621,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,15,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,429,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,16,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,622,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,17,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,457,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,18,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260617,569,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,19,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260705,596,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,20,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,641,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,21,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,519,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,22,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,464,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,23,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260707,624,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,24,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,615,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,25,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,573,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,26,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,657,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,27,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,611,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,28,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,619,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,29,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,581,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,30,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,566,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,31,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,656,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,32,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,617,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,33,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,626,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,34,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,704,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,35,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,545,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,36,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20231002,20260718,552,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,37,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,486,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,38,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,625,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,39,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260709,513,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,40,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,684,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,41,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,660,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,42,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230913,20260718,450,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,43,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,523,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,44,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,591,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,45,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,645,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,46,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,650,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,47,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20231228,20260709,531,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,48,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20231228,20260718,439,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,49,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,713,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,50,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20231228,20260718,526,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,51,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20231228,20260709,531,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,52,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,591,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,53,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,569,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,54,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20231228,20260709,522,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,55,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,639,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,56,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,626,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,57,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,547,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,58,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260709,589,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,59,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,581,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,60,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,637,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,61,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20240102,20260709,405,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
01,motor,62,,,unknown,D,frozen v0.1 raw official program JSON; local observation only,2026-07-28T00:00:00+09:00,20230905,20260718,649,none_boundary_unknown,false,needs_official_external_evidence,First local observation is not a generation start date. Number reuse cannot be separated from this schema alone.
